#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
LPE509.fasta,CP003885.1,196116,196856,+,lubX/legU2,1-741/741,===============,0/0,100.00,100.00,vfdb,YP_096825,(lubX/legU2) Dot/Icm type IV secretion system effector LubX/LegU2 E3 ubiquitin ligase [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,196977,203654,+,sidH,1-6678/6678,===============,0/0,100.00,100.00,vfdb,YP_096824,(sidH) Dot/Icm type IV secretion system effector SidH [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,203721,204977,-,lpg2828,1-1257/1257,===============,0/0,100.00,100.00,vfdb,YP_096823,(lpg2828) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,206448,208181,+,ceg34,1-1734/1734,===============,0/0,100.00,100.00,vfdb,YP_096821,(ceg34) Dot/Icm type IV secretion system effector Ceg34 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,220584,222635,-,mavN,1-2052/2052,===============,0/0,100.00,100.00,vfdb,YP_096810,(mavN) Dot/Icm type IV secretion system effector MavN [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,224034,224894,-,vipE,1-861/861,===============,0/0,100.00,100.00,vfdb,YP_096808,(vipE) Dot/Icm type IV secretion system effector VipE [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,238185,239591,+,lem29,1-1407/1407,===============,0/0,100.00,100.00,vfdb,YP_096799,(lem29) Dot/Icm type IV secretion system effector Lem29 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,242068,243795,-,frgA,1-1728/1728,===============,0/0,100.00,100.00,vfdb,YP_096795,(frgA) siderophore biosynthetic protein iron repressed gene FrgA [FrgA (VF0290)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,251437,254892,-,lepA,1-3456/3456,===============,0/0,100.00,100.00,vfdb,YP_096789,(lepA) Dot/Icm type IV secretion system effector LepA interaptin [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,300399,302366,+,lpg2745,1-1968/1968,===============,0/0,100.00,100.00,vfdb,YP_096748,(lpg2745) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,302527,303696,+,lpg2744,1-1170/1170,===============,0/0,100.00,100.00,vfdb,YP_096747,(lpg2744) Dot/Icm type IV secretion system effector  [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,324099,325130,-,legN,1-1032/1032,===============,0/0,100.00,100.00,vfdb,YP_096724,(legN) Dot/Icm type IV secretion system effector LegN [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,326541,328103,+,wipA,1-1563/1563,===============,0/0,100.00,100.00,vfdb,YP_096722,(wipA) Dot/Icm type IV secretion system effector WipA [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,350765,351622,+,legD1,1-858/858,===============,0/0,100.00,100.00,vfdb,YP_096699,(legD1) Dot/Icm type IV secretion system effector LegD1 [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,352619,353149,-,lpg2692,1-531/531,===============,0/0,100.00,100.00,vfdb,YP_096697,(lpg2692) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,357941,359341,-,icmX,1-1401/1401,===============,0/0,100.00,100.00,vfdb,YP_096694,(icmX) Dot/Icm type IV secretion system protein IcmX [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,359341,359796,-,icmW,1-456/456,===============,0/0,100.00,100.00,vfdb,YP_096693,(icmW) Dot/Icm type IV secretion system chaperone IcmW [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,359909,360364,+,icmV,1-456/456,===============,0/0,100.00,100.00,vfdb,YP_096692,(icmV) Dot/Icm type IV secretion system protein IcmV [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,360361,363507,+,dotA,1-3147/3147,===============,0/0,100.00,100.00,vfdb,YP_096691,(dotA) Dot/Icm type IV secretion system protein DotA [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,374104,375267,-,dotB,1-1164/1164,===============,0/0,100.00,100.00,vfdb,YP_096681,(dotB) Dot/Icm type IV secretion system ATPase DotB [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,375237,376148,-,dotC,1-912/912,===============,0/0,100.00,100.00,vfdb,YP_096680,(dotC) Dot/Icm type IV secretion system outer membrane subcomplex protein DotC [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,376129,376620,-,dotD,1-492/492,===============,0/0,100.00,100.00,vfdb,YP_096679,(dotD) Dot/Icm type IV secretion system outer membrane subcomplex protein DotD [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,391268,391495,+,feoA,1-228/228,===============,0/0,100.00,100.00,vfdb,YP_096663,(feoA) ferrous iron transporter A [FeoAB (VF0160)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,391492,393747,+,feoB,1-2256/2256,===============,0/0,100.00,100.00,vfdb,YP_096662,(feoB) ferrous iron transporter B [FeoAB (VF0160)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,411028,411750,+,enhA,1-723/723,===============,0/0,100.00,100.00,vfdb,YP_096646,(enhA) enhanced entry protein EnhA [enh loci (VF0163)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,411747,412313,+,enhB,1-567/567,===============,0/0,100.00,100.00,vfdb,YP_096645,(enhB) enhanced entry protein EnhB [enh loci (VF0163)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,412340,415942,+,enhC,1-3603/3603,===============,0/0,100.00,100.00,vfdb,YP_096644,(enhC) enhanced entry protein EnhC [enh loci (VF0163)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,416349,417731,+,mavV,1-1383/1383,===============,0/0,100.00,100.00,vfdb,YP_096643,(mavV) Dot/Icm type IV secretion system effector MavV [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,418083,419294,+,lpg2637,1-1212/1212,===============,0/0,100.00,100.00,vfdb,YP_096642,(lpg2637) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,427613,428365,+,lpg2628,1-753/753,===============,0/0,100.00,100.00,vfdb,YP_096633,(lpg2628) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,459424,460728,-,lem28,1-1305/1305,===============,0/0,100.00,100.00,vfdb,YP_096608,(lem28) Dot/Icm type IV secretion system effector Lem28 [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,472600,473097,+,ceg33,1-498/498,===============,0/0,100.00,100.00,vfdb,YP_096596,(ceg33) Dot/Icm type IV secretion system effector Ceg33 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,476679,477836,+,legS1,1-1158/1158,===============,0/0,100.00,100.00,vfdb,YP_096593,(legS1) Dot/Icm type IV secretion system effector LegS1 [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,481677,484415,-,sidF,1-2739/2739,===============,0/0,100.00,100.00,vfdb,YP_096589,(sidF) Dot/Icm type IV secretion system effector SidF phosphoinositide 3-phosphatase [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,484899,485237,-,flhB,1-339/339,===============,0/0,100.00,100.00,vfdb,YP_096588,(flhB) flagellar protein FlhB [polar flagella (AI149)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,491139,491897,+,mavM,1-759/759,===============,0/0,100.00,100.00,vfdb,YP_096582,(mavM) Dot/Icm type IV secretion system effector MavM [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,506359,507747,-,legK3,1-1389/1389,===============,0/0,100.00,100.00,vfdb,YP_096563,(legK3) Dot/Icm type IV secretion system effector LegK3 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,508335,509189,+,lpg2555,1-855/855,===============,0/0,100.00,100.00,vfdb,YP_096562,(lpg2555) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,511956,513623,+,lpg2552,1-1668/1668,===============,0/0,100.00,100.00,vfdb,YP_096559,(lpg2552) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,517741,519150,+,lpg2546,1-1410/1410,===============,0/0,100.00,100.00,vfdb,YP_096553,(lpg2546) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,523996,524829,+,lpg2541,1-834/834,===============,0/0,100.00,100.00,vfdb,YP_096548,(lpg2541) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,525539,525946,+,lpg2539,1-408/408,===============,0/0,100.00,100.00,vfdb,YP_096546,(lpg2539) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,526528,527943,+,lpg2538,1-1416/1416,===============,0/0,100.00,100.00,vfdb,YP_096545,(lpg2538) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,536231,537949,+,lem27,1-1719/1719,===============,0/0,100.00,100.00,vfdb,YP_096536,(lem27) Dot/Icm type IV secretion system effector Lem27 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,539820,541496,+,lpg2527,1-1677/1677,===============,0/0,100.00,100.00,vfdb,YP_096534,(lpg2527) Dot/Icm type IV secretion system effector [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,541803,543170,+,mavL,1-1368/1368,===============,0/0,100.00,100.00,vfdb,YP_096533,(mavL) Dot/Icm type IV secretion system effector MavL [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,543451,544785,-,lpg2525,1-1335/1335,===============,0/0,100.00,100.00,vfdb,YP_096532,(lpg2525) Dot/Icm type IV secretion system effector [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,545946,548285,-,lem26,1-2340/2340,===============,0/0,100.00,100.00,vfdb,YP_096530,(lem26) Dot/Icm type IV secretion system effector Lem26 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,560746,563499,-,sidC,1-2754/2754,===============,0/0,100.00,100.00,vfdb,YP_096518,(sidC) Dot/Icm type IV secretion system effector SidC ER interactor [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,563650,566376,-,sdcA,1-2727/2727,===============,0/0,100.00,100.00,vfdb,YP_096517,(sdcA) Dot/Icm type IV secretion system effector SdcA [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,566627,567820,+,sdeD/laiF,1-1194/1194,===============,0/0,100.00,100.00,vfdb,YP_096516,(sdeD/laiF) Dot/Icm type IV secretion system effector SdeD [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,567891,570314,+,sdjA,1-2424/2424,===============,0/0,100.00,100.00,vfdb,YP_096515,(sdjA) Dot/Icm type IV secretion system effector SdjA [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,573115,574002,-,lpg2505,1-888/888,===============,0/0,100.00,100.00,vfdb,YP_096512,(lpg2505) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,574004,576832,-,ceg32/sidI,1-2829/2829,===============,0/0,100.00,99.97,vfdb,YP_096511,(ceg32/sidI) Dot/Icm type IV secretion system effector Ceg32/SidI [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,581447,582379,-,mavJ,1-933/933,===============,0/0,100.00,100.00,vfdb,YP_096505,(mavJ) Dot/Icm type IV secretion system effector MavJ [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,589617,593501,-,lepB,1-3885/3885,===============,0/0,100.00,100.00,vfdb,YP_096497,(lepB) Dot/Icm type IV secretion system effector LepB Rab1 GTPase activating protein (GAP) [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,600935,602281,-,sdbB,1-1347/1347,===============,0/0,100.00,100.00,vfdb,YP_096489,(sdbB) Dot/Icm type IV secretion system effector SdbB [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,616900,618423,-,sidD,1-1524/1524,===============,0/0,100.00,100.00,vfdb,YP_096472,(sidD) Dot/Icm type IV secretion system effector SidDRab1 deadenylylase [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,618493,620436,+,sidM/drrA,1-1944/1944,===============,0/0,100.00,100.00,vfdb,YP_096471,(sidM/drrA) Dot/Icm type IV secretion system effector DrrA/SidM guanine nucleotide exchange factor (GEF) [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,622725,623363,-,lpg2461,1-639/639,===============,0/0,100.00,100.00,vfdb,YP_096468,(lpg2461) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,626420,627835,-,ankD/legA15,1-1416/1416,===============,0/0,100.00,100.00,vfdb,YP_096463,(ankD/legA15) Dot/Icm type IV secretion system effector AnkD/LegA15 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,630946,633711,+,ankF/legA14/ceg31,1-2766/2766,===============,0/0,100.00,100.00,vfdb,YP_096459,(ankF/legA14/ceg31) Dot/Icm type IV secretion system effector AnkF/LegA14/Ceg31 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,638495,639109,+,mavI,1-615/615,===============,0/0,100.00,100.00,vfdb,YP_096452,(mavI) Dot/Icm type IV secretion system effector MavI [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,639336,639893,+,lpg2443,1-558/558,===============,0/0,100.00,100.00,vfdb,YP_096451,(lpg2443) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,646001,646495,-,lpg2434,1-495/495,===============,0/0,100.00,100.00,vfdb,YP_096442,(lpg2434) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,646762,648522,-,ceg30,1-1761/1761,===============,0/0,100.00,100.00,vfdb,YP_096441,(ceg30) Dot/Icm type IV secretion system effector Ceg30 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,655898,656704,+,mavH,1-807/807,===============,0/0,100.00,100.00,vfdb,YP_096433,(mavH) Dot/Icm type IV secretion system effector MavH [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,657209,658555,+,mavG,1-1347/1347,===============,0/0,100.00,100.00,vfdb,YP_096432,(mavG) Dot/Icm type IV secretion system effector MavG [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,660663,662924,+,lem25,1-2262/2262,===============,0/0,100.00,100.00,vfdb,YP_096430,(lem25) Dot/Icm type IV secretion system effector Lem25 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,663019,663570,-,lpg2420,1-552/552,===============,0/0,100.00,100.00,vfdb,YP_096428,(lpg2420) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,667373,668479,-,legA1,1-1107/1107,===============,0/0,100.00,100.00,vfdb,YP_096424,(legA1) Dot/Icm type IV secretion system effector LegA1 [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,671859,672686,+,lem24,1-828/828,===============,0/0,100.00,100.00,vfdb,YP_096419,(lem24) Dot/Icm type IV secretion system effector Lem24 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,672789,674786,-,vpdA,1-1998/1998,===============,0/0,100.00,100.00,vfdb,YP_096418,(vpdA) Dot/Icm type IV secretion system effector VdpA [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,675229,676047,-,ceg29,1-819/819,===============,0/0,100.00,100.00,vfdb,YP_096417,(ceg29) Dot/Icm type IV secretion system effector Ceg29 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,677255,677560,+,lpg2407,1-306/306,===============,0/0,100.00,100.00,vfdb,YP_096415,(lpg2407) Dot/Icm type IV secretion system effector [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,677755,678852,-,lem23,1-1098/1098,===============,0/0,100.00,100.00,vfdb,YP_096414,(lem23) Dot/Icm type IV secretion system effector Lem23 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,684212,685276,-,legL7,1-1065/1065,===============,0/0,100.00,100.00,vfdb,YP_096408,(legL7) Dot/Icm type IV secretion system effector LegL7 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,691841,692725,-,legL6,1-885/885,===============,0/0,100.00,100.00,vfdb,YP_096400,(legL6) Dot/Icm type IV secretion system effector LegL6 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,692993,694297,+,sdbC,1-1305/1305,===============,0/0,100.00,100.00,vfdb,YP_096399,(sdbC) Dot/Icm type IV secretion system effector SdbC [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,696348,698543,-,katB,1-2196/2196,===============,0/0,100.00,100.00,vfdb,YP_096397,(katB) catalase-peroxidase KatB [KatAB (VF0168)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,707679,709133,-,lpg2382,1-1455/1455,===============,0/0,100.00,100.00,vfdb,YP_096390,(lpg2382) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,712097,713019,-,lpg2370,1-939/939,========/======,3/16,98.30,89.56,vfdb,YP_096378,(lpg2370) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,718091,719359,-,lpg2372,1-1269/1269,===============,0/0,100.00,100.00,vfdb,YP_096380,(lpg2372) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,721215,722153,-,lpg2370,1-939/939,===============,0/0,100.00,100.00,vfdb,YP_096378,(lpg2370) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,732406,732849,-,lpg2359,1-444/444,===============,0/0,100.00,100.00,vfdb,YP_096368,(lpg2359) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,740149,741069,-,mavF,1-921/921,===============,0/0,100.00,100.00,vfdb,YP_096360,(mavF) Dot/Icm type IV secretion system effector MavF [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,742321,742809,-,sodC,1-489/489,===============,0/0,100.00,100.00,vfdb,YP_096357,(sodC) superoxide dismutase (copper-zinc) [SodC (VF0170)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,748917,749543,-,mavE,1-627/627,===============,0/0,100.00,100.00,vfdb,YP_096353,(mavE) Dot/Icm type IV secretion system effector MavE [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
LPE509.fasta,CP003885.1,763254,763637,-,lem22,1-384/384,===============,0/0,100.00,100.00,vfdb,YP_096337,(lem22) Dot/Icm type IV secretion system effector Lem22 [Dot/Icm (SS047)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1],
